Nazwa zespołu,Nazwa płyty,"wydanie
",Stan płyty 1-10,Dostępna? (T/N),Zdjęcie front (opcjonalne),Zdjęcie back (opcjonalne),Zdjęcie płyta (opcjonalne),Cena (zł)
Ella Fitzgerald,The Rarest 1936-1939,ITA,NM,,https://img.discogs.com/K_qcmzZrB7ZxzeRn8FoyrkU-lMk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2881679-1334302535.jpeg.jpg,https://i.pinimg.com/474x/cd/3a/4a/cd3a4a03d50edd3a80f05e729e65bf1d.jpg,https://img.discogs.com/yRtPwFoLqUj15lZ3USwOGxrgYmo=/fit-in/600x628/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2881679-1334302535.jpeg.jpg,40 ZŁ
ELO,Discovery,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/ELODiscoveryalbumcover.jpg/220px-ELODiscoveryalbumcover.jpg,https://img.discogs.com/FuGuOrFzksf7m4oWpzT6kMXZOyE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-458833-1407146606-6090.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/c/c9/ELODiscoveryalbumcover.jpg,45 ZŁ
ELO,Time,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/ELO_Time_expanded_album_cover.jpg/220px-ELO_Time_expanded_album_cover.jpg,https://www.syfy.com/sites/syfy/files/styles/1200x680/public/wire/legacy/elotime.jpg,https://upload.wikimedia.org/wikipedia/en/6/67/ELO_Time_expanded_album_cover.jpg,60 ZŁ
ELO,Time,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/ELO_Time_expanded_album_cover.jpg/220px-ELO_Time_expanded_album_cover.jpg,https://www.syfy.com/sites/syfy/files/styles/1200x680/public/wire/legacy/elotime.jpg,https://upload.wikimedia.org/wikipedia/en/6/67/ELO_Time_expanded_album_cover.jpg,60 ZŁ
ELO,Time,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/ELO_Time_expanded_album_cover.jpg/220px-ELO_Time_expanded_album_cover.jpg,https://www.syfy.com/sites/syfy/files/styles/1200x680/public/wire/legacy/elotime.jpg,https://upload.wikimedia.org/wikipedia/en/6/67/ELO_Time_expanded_album_cover.jpg,60 ZŁ
Eloy,Planets,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Planets_Eloy.jpg/220px-Planets_Eloy.jpg,https://i.pinimg.com/564x/9b/56/25/9b5625092cada2e9be79b60297bca4a4.jpg,https://img.discogs.com/Kdw_Kie0nPSq1a5HCmljDd5vVWk=/fit-in/600x598/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1374503-1214056198.jpeg.jpg,55 ZŁ
Eloy,Power And The Passion,GER,EX,,http://www.progarchives.com/progressive_rock_discography_covers/95/cover_35415692016_r.jpg,https://www.recordsbymail.com/uploads/7-7-14-3/41822.jpg,https://upload.wikimedia.org/wikipedia/en/a/ac/Eloy_Power_And_The_Passion.jpg,45 ZŁ
ELP,In Concert,UK,VG+/EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/ELP-ELP.jpg/220px-ELP-ELP.jpg,https://img.songfacts.com/calendar/18044.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/ELP_-_Brain_Salad_Surgery.jpg/220px-ELP_-_Brain_Salad_Surgery.jpg,55 ZŁ
ELP,Love Beach,UK,EX,,https://progressivemusicplanet.files.wordpress.com/2015/08/113458_f_1.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/ELP_Love_Beach_cover.jpg/220px-ELP_Love_Beach_cover.jpg,https://chinwagstuff.files.wordpress.com/2015/11/elplb_ffr.jpg?w=700,35 ZŁ
ELP,Pictures At An Exhibition,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/PicturesatanExhibitionLP.jpg/220px-PicturesatanExhibitionLP.jpg,https://albumartexchange.com/coverart/gallery/em/emersonlakepalmerelp_picturesatanexhibiti_7e3.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/PicturesAtAnExhibition.jpg/220px-PicturesAtAnExhibition.jpg,60 ZŁ
ELP,Pictures At An Exhibition 1st press,UK,NM,,https://i.ebayimg.com/images/g/8bcAAOSwxYxUzjY7/s-l300.jpg,https://images-na.ssl-images-amazon.com/images/I/41YYPMVAG7L.jpg,http://www.progarchives.com/progressive_rock_discography_covers/94/cover_93610592009.jpg,80 ZŁ
ELP,Pictures At The Exhibition,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/PicturesatanExhibitionLP.jpg/220px-PicturesatanExhibitionLP.jpg,https://albumartexchange.com/coverart/gallery/em/emersonlakepalmerelp_picturesatanexhibiti_7e3.jpg,https://img.discogs.com/Os6Z46QcZggEhm_6Iq2NRw912A0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8850023-1470762820-6846.jpeg.jpg,55 ZŁ
ELP,Works vol. 1 2 LP,GER,EX+,,https://images-na.ssl-images-amazon.com/images/I/41OzV2m2hAL._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/ELP_Works_Volume_1.jpg/220px-ELP_Works_Volume_1.jpg,https://images-na.ssl-images-amazon.com/images/I/413T3xPgKKL._SY355_.jpg,50 ZŁ
ELP,Works vol. 1 2 LP,GER,NM,,https://images-na.ssl-images-amazon.com/images/I/41OzV2m2hAL._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/ELP_Works_Volume_1.jpg/220px-ELP_Works_Volume_1.jpg,https://images-na.ssl-images-amazon.com/images/I/413T3xPgKKL._SY355_.jpg,60 ZŁ
Elton John,21 At 33,GER,EX,,https://img.discogs.com/jdhSpnVHHcu-c7JI3TCbrpmXynI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1844041-1247314592.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/d/dc/Album_21_at_33.jpg,https://img.discogs.com/NKMlht19sJJpYqANd9xamzaeCYw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1844041-1247314592.jpeg.jpg,20 ZŁ
Elton John,A Single Man,BUL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Elton_John_-_A_Single_Man.jpg/220px-Elton_John_-_A_Single_Man.jpg,https://img.discogs.com/sAD-h1dOUjfoCcOuXWJVVKS4A3s=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-784558-1305823621.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/9d/Elton_John_-_A_Single_Man.jpg,20 ZŁ
Elton John,Greatest Hits vol. II,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Elton_John_-_Greatest_Hits_Volume_Ii-front.jpg/220px-Elton_John_-_Greatest_Hits_Volume_Ii-front.jpg,https://images-na.ssl-images-amazon.com/images/I/4165AXHJ8CL.jpg,https://upload.wikimedia.org/wikipedia/en/0/07/Elton_John_-_Greatest_Hits_Volume_Ii-front.jpg,30 ZŁ
Elton John,Here And There,UK,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Elton_John_-_Here_and_There.jpg/220px-Elton_John_-_Here_and_There.jpg,https://images-na.ssl-images-amazon.com/images/I/71bVTG5kj4L._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/8/81/Elton_John_-_Here_and_There.jpg,40 ZŁ
Elton John,Sleeping With The Past,UK,EX,,https://www.udiscovermusic.com/wp-content/uploads/2017/08/Sleeping-With-The-Past.jpg,https://img.discogs.com/RkP8eHgRVTIk8Y-iYl7vCmB15mk=/fit-in/600x589/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1112511-1192966299.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/A1YZLxJnI3L._SL1500_.jpg,35 ZŁ
Elton John,Sleeping With The Past,UK,EX+,,https://www.udiscovermusic.com/wp-content/uploads/2017/08/Sleeping-With-The-Past.jpg,https://img.discogs.com/RkP8eHgRVTIk8Y-iYl7vCmB15mk=/fit-in/600x589/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1112511-1192966299.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/A1YZLxJnI3L._SL1500_.jpg,40 ZŁ
Elvis Costello,Girls! Girls! Girls! 2 LP,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/GirlsGirlsGirls_AlbumCover.jpg/220px-GirlsGirlsGirls_AlbumCover.jpg,https://img.discogs.com/YNmg0koUguTKDFlMZLhm7GupE-o=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1239398-1444408386-6054.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/e/ec/GirlsGirlsGirls_AlbumCover.jpg,65 ZŁ
Elvis Presley,A Portrait In Music,GER,EX,,https://img.discogs.com/Mh8j3C4sYDYwrRW6iJLkjhczQkQ=/fit-in/557x557/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-412437-1482944561-8802.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/41zKBUwLmdL._SR600%2C315_PIWhiteStrip%2CBottomLeft%2C0%2C35_SCLZZZZZZZ_.jpg,https://img.discogs.com/PPfVTQRCH4jWtQ7TvEOXV6orHy0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-412437-1482944561-8802.jpeg.jpg,50 ZŁ
Elvis Presley,Aloha From Hawaii 2 LP,GER,EX,,https://img.discogs.com/OKgMF-wMqwCedNcomP5XcA-6T3A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1922956-1467045888-9729.jpeg.jpg,https://i.pinimg.com/originals/93/ea/a0/93eaa001d9ea85a10a5c488205b13027.jpg,https://img.discogs.com/-_ecH7Je4R062YPqdifRIBMhOnE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3183141-1404863724-5841.jpeg.jpg,40 ZŁ
Elvis Presley,Aloha From Hawaii 2 LP,GER,EX+,,https://img.discogs.com/OKgMF-wMqwCedNcomP5XcA-6T3A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1922956-1467045888-9729.jpeg.jpg,https://i.pinimg.com/originals/93/ea/a0/93eaa001d9ea85a10a5c488205b13027.jpg,https://img.discogs.com/-_ecH7Je4R062YPqdifRIBMhOnE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3183141-1404863724-5841.jpeg.jpg,60 ZŁ
Elvis Presley,Aloha From Hawaii 2 LP,GER,G+/VG+,,https://img.discogs.com/OKgMF-wMqwCedNcomP5XcA-6T3A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1922956-1467045888-9729.jpeg.jpg,https://i.pinimg.com/originals/93/ea/a0/93eaa001d9ea85a10a5c488205b13027.jpg,https://img.discogs.com/-_ecH7Je4R062YPqdifRIBMhOnE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3183141-1404863724-5841.jpeg.jpg,25 ZŁ
Elvis Presley,Aloha From Hawaii 2 LP,UK,EX-,,https://img.discogs.com/OKgMF-wMqwCedNcomP5XcA-6T3A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1922956-1467045888-9729.jpeg.jpg,https://i.pinimg.com/originals/93/ea/a0/93eaa001d9ea85a10a5c488205b13027.jpg,https://img.discogs.com/-_ecH7Je4R062YPqdifRIBMhOnE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3183141-1404863724-5841.jpeg.jpg,50 ZŁ
Elvis Presley,Elvis In Concert 2 LP,UK,EX,,https://i.ebayimg.com/images/g/t3wAAOSwDxZbiib6/s-l300.jpg,https://img.cdandlp.com/2016/06/imgL/118193717.jpg,https://images.eil.com/large_image/ELVIS_PRESLEY_ELVIS%2BIN%2BCONCERT-306614.jpg,55 ZŁ
Elvis Presley,Elvis Presley,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/f/f5/Elvis_Presley_LPM-1254_Album_Cover.jpg,http://www.feelnumb.com/wp-content/uploads/2012/07/elvis_presley_elvis_presley_album_cover_Fort_Homer_Hesterly_Armory_tampa_florida.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Elvis_Presley_LPM-1254_Album_Cover.jpg/220px-Elvis_Presley_LPM-1254_Album_Cover.jpg,75 ZŁ
Enigma,MCMXC a.D.,GER,VG+,,https://img.discogs.com/qMC-Pe-unvVlhg4ERA4aQFtzAl4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-35912-1475512971-3494.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/MCMXC_aD_Enigma_cover.jpg/220px-MCMXC_aD_Enigma_cover.jpg,https://img.discogs.com/xJ3aH8Avp0gVB2XoYZR4FVteLAk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-35912-1475512971-3494.jpeg.jpg,60 ZŁ
Enya,Watermark,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Enya2.jpg/220px-Enya2.jpg,https://img.discogs.com/G1scZueDuLCIODsmBC5Z12BDbSU=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-572524-1276923355.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/1/12/Enya2.jpg,60 ZŁ
Enya,Watermark,GER,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Enya2.jpg/220px-Enya2.jpg,https://img.discogs.com/G1scZueDuLCIODsmBC5Z12BDbSU=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-572524-1276923355.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/1/12/Enya2.jpg,40 ZŁ
Erasure,Circus,UK,EX,,https://img.discogs.com/H9N6k9lRs_VIA30zxuYLjJQSUQE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-102672-1205259593.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/ErasureTheCircus.jpg/220px-ErasureTheCircus.jpg,https://img.discogs.com/YAj4RCqtSvsSXINJWQyQXRpJTVo=/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2979567-1310318895.jpeg.jpg,35 ZŁ
Eric Burdon,Declares War,GER,EX-,,https://img.discogs.com/F_CmK-6E9PUaFV3iDrmyxn_GgAw=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1236989-1203066238.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/41O99GMqUpL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/EricBurdonDeclaresWar.jpg/220px-EricBurdonDeclaresWar.jpg,70 ZŁ
Eric Burdon,Declares War,GER,EX,,https://img.discogs.com/F_CmK-6E9PUaFV3iDrmyxn_GgAw=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1236989-1203066238.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/41O99GMqUpL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/EricBurdonDeclaresWar.jpg/220px-EricBurdonDeclaresWar.jpg,45 ZŁ
Eric Burdon,Declares War,GER,EX+,,https://img.discogs.com/F_CmK-6E9PUaFV3iDrmyxn_GgAw=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1236989-1203066238.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/41O99GMqUpL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/EricBurdonDeclaresWar.jpg/220px-EricBurdonDeclaresWar.jpg,60 ZŁ
Eric Clapton,Journeyman,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Eric_Clapton_Journeyman.jpg/220px-Eric_Clapton_Journeyman.jpg,https://img.discogs.com/rbRMu6BBE1_fGbARva1-EEuKWbs=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-718577-1508515290-2734.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/e/e3/Eric_Clapton_Journeyman.jpg,40 ZŁ
Eric Clapton,Rainbow Concert,UK,EX,,https://img.discogs.com/OHoxwkhA7fFeMveD8iWEqJT1vpU=/fit-in/600x606/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-6866588-1428313858-3261.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Claptonrainbowconcert.jpg/220px-Claptonrainbowconcert.jpg,https://img.discogs.com/4zUb3vH2KBTGGXHpOljh0nD5M5g=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6866588-1428313858-3261.jpeg.jpg,50 ZŁ
Eric Clapton Featured With...,Steppin' Out,GER,EX+,,https://img.discogs.com/TJ_J1Pzc18IIQkefQEL-n7YsJXw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6213260-1413876011-3345.jpeg.jpg,https://i.ytimg.com/vi/KmluAac6mQ0/maxresdefault.jpg,https://img.discogs.com/5rp2xWwigTqf2ePdnMqrqgIWzYQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5698578-1400250817-6687.jpeg.jpg,55 ZŁ
Exciter,Unveiling The Wicked,FRA,EX/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Exciter_Unveiling.jpg/220px-Exciter_Unveiling.jpg,https://img.discogs.com/mmlV7nnuc97a4MbXa_HdDP9_kIY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1461165-1451856532-1294.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/3/3b/Exciter_Unveiling.jpg,50 ZŁ
Faith No More,Live At The Hammersmith...2 LP,UK,EX+,,https://img.discogs.com/6qX_F0IPMVWHmE5KvPqi54RRwW8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3478439-1331989691.jpeg.jpg,https://1.bp.blogspot.com/-IJuOmX1RCKk/WuLwB4MTkSI/AAAAAAAAnyY/JsgEJe4sOjoUgAOaa1H_Z4XLs68Ms6DdACLcBGAs/s1600/IMG_5769.JPG,https://assets.catawiki.nl/assets/2016/1/17/6/c/9/6c9d508a-bd44-11e5-88cb-0149cc2d991f.jpg,120 ZŁ
Falco,Wiener Blut,GER,VG/VG+,,https://img.discogs.com/OD7Zkx5AR5MxYtvun7sGGxMhZZQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2683935-1400841388-8484.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51KGq-kSFWL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/1/13/Wiener_Blut.jpg,20 ZŁ
Fear Factory,Digimortal,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Fear_Factory_Digimortal.jpg/220px-Fear_Factory_Digimortal.jpg,https://img.discogs.com/0qBpdpld1c7a9xTJVJeDPLOi0Bo=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-203780-1292088715.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/3/30/Fear_Factory_Digimortal.jpg,110 ZŁ
FGTH,Liverpool,GER,EX-,,https://img.discogs.com/eHjhiN1O7yMzk43IKsRtnxVidS4=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-512001-1208248377.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/4/44/FrankieGoestoHollywoodLiver.jpg,https://img.discogs.com/QaM8cwN4_sBiIuqnvB36dCduR7M=/fit-in/597x585/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-512001-1208248377.jpeg.jpg,25 ZŁ
FGTH,Welcome To The...,UK,VG,,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Welcome_to_the_Pleasuredome_2.jpg/220px-Welcome_to_the_Pleasuredome_2.jpg,https://img.discogs.com/paBrotDCwvMuwI3P-8-f8OdijCc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-168745-1178917076.jpeg.jpg,https://www.popsike.com/pix/20170512/371948405991.jpg,35 ZŁ
Fields Of The Nephilim,The Lost Ones (unoff.),GER,NM,,https://img.discogs.com/lMD_YCKtthFN26fUI_Zb6ZiMDZ0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-580743-1401529917-2817.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/FOTN_classic_logo.jpeg/220px-FOTN_classic_logo.jpeg,https://img.discogs.com/VqgHw3ZtpLJL72VWrueEB9braiM=/fit-in/489x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-580743-1401529917-2817.jpeg.jpg,150 ZŁ
Fin,Positive,UK,EX+,,https://img.discogs.com/KU1E8p3xWohx-sihsrjYZKnT-Nw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2335771-1373728744-3741.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Student_of_the_year_2_Poster.jpg/220px-Student_of_the_year_2_Poster.jpg,https://media.kmall24.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/a/_ateez__a_ver.jpg,50 ZŁ
Fleetwood Mac,"Green Manalishi ""Live""",GER,NM,,https://i.ytimg.com/vi/HJHKzKyLxqE/maxresdefault.jpg,https://img.discogs.com/Rg2RkqkG1bHTRHmrmKbazQv4uTQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3998623-1354447496-8353.jpeg.jpg,https://i.pinimg.com/originals/c1/52/d4/c152d49b6c09870f0518b23f826f70c6.jpg,55 ZŁ
Fleetwood Mac,Live,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Mac_Live.jpg/220px-Mac_Live.jpg,https://img.discogs.com/D_eRrAWcPhNfK14fl72hoSkl6qA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-489103-1122160344.jpg.jpg,https://images-na.ssl-images-amazon.com/images/I/51QZfpXFF-L.jpg,45 ZŁ
Fleetwood Mac,Penguin,GER,EX/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Penguin_%28album%29.jpg/220px-Penguin_%28album%29.jpg,https://albumartexchange.com/coverart/gallery/fl/fleetwoodmac_penguin_4ppm.jpg,https://upload.wikimedia.org/wikipedia/en/2/24/Penguin_%28album%29.jpg,60 ZŁ
Fleetwood Mac,Rumours 1st press,UK,VG+,,https://i.ebayimg.com/images/g/uUUAAOSwLIZd5UaO/s-l300.jpg,https://i.pinimg.com/originals/dc/e0/7f/dce07f572a6973b3d1b919c22cb36b81.jpg,https://i.ebayimg.com/images/g/uUUAAOSwLIZd5UaO/s-l400.jpg,55 ZŁ
Fleetwood Mac,same 1968,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg/220px-Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,https://i.pinimg.com/originals/78/6c/77/786c7715fbae2e8f312641c6f1042d1e.jpg,https://upload.wikimedia.org/wikipedia/en/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,60 ZŁ
Fleetwood Mac,same 1968,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg/220px-Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,https://i.pinimg.com/originals/78/6c/77/786c7715fbae2e8f312641c6f1042d1e.jpg,https://upload.wikimedia.org/wikipedia/en/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,60 ZŁ
Fleetwood Mac,same 1968,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg/220px-Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,https://i.pinimg.com/originals/78/6c/77/786c7715fbae2e8f312641c6f1042d1e.jpg,https://upload.wikimedia.org/wikipedia/en/5/51/Fleetwood_Mac_-_Fleetwood_Mac_%281968%29.jpg,60 ZŁ
Fleetwood Mac,Tango In the Night,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png/220px-Fleetwood_Mac_-_Tango_in_the_Night.png,https://media.pitchfork.com/photos/5929c1e3abf31b7dc71566a5/1:1/w_600/f73486fd.jpg,https://upload.wikimedia.org/wikipedia/en/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png,60 ZŁ
Fleetwood Mac,Tango In The Night,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png/220px-Fleetwood_Mac_-_Tango_in_the_Night.png,https://media.pitchfork.com/photos/5929c1e3abf31b7dc71566a5/1:1/w_600/f73486fd.jpg,https://upload.wikimedia.org/wikipedia/en/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png,60 ZŁ
Fleetwood Mac,Tango In The Night,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png/220px-Fleetwood_Mac_-_Tango_in_the_Night.png,https://media.pitchfork.com/photos/5929c1e3abf31b7dc71566a5/1:1/w_600/f73486fd.jpg,https://upload.wikimedia.org/wikipedia/en/9/97/Fleetwood_Mac_-_Tango_in_the_Night.png,60 ZŁ
Fleetwood Mac,Then Play On,GER,NM,,https://athenae25.files.wordpress.com/2016/06/then-play-on-2.jpg?w=500,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Then_Play_On.jpg/220px-Then_Play_On.jpg,https://img.discogs.com/VNQsPCxUAV3RMkq2ODPV52yWvso=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6393259-1418131635-6678.jpeg.jpg,80 ZŁ
Fleetwood Mac,Then Play On,GER,EX-/EX,,https://athenae25.files.wordpress.com/2016/06/then-play-on-2.jpg?w=500,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Then_Play_On.jpg/220px-Then_Play_On.jpg,https://img.discogs.com/VNQsPCxUAV3RMkq2ODPV52yWvso=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6393259-1418131635-6678.jpeg.jpg,60 ZŁ
